d_loss,d_stft_loss,d_wave_loss,epoch,g_feat_loss,g_loss,g_rec_loss,g_stft_loss,g_wave_loss,step,train/encoder_loss
1.4523670673370361,0.0,1.936489462852478,0,0.007081765681505203,78.22818756103516,74.92667388916016,7.382986068725586,0.9967894554138184,49,78.22818756103516
1.2844996452331543,0.0,1.7126662731170654,0,0.008172268979251385,86.30818176269531,82.59178161621094,7.229462623596191,1.4557437896728516,99,86.30818176269531
0.9198365807533264,0.0,1.2264487743377686,0,0.01684386469423771,93.96549224853516,87.87570190429688,13.75095272064209,1.290223479270935,149,93.96549224853516
1.4892516136169434,0.0,1.9856688976287842,0,0.008975316770374775,83.2122802734375,77.55363464355469,12.474401473999023,2.1900222301483154,199,83.2122802734375
0.6921006441116333,0.0,0.9228008985519409,0,0.018675286322832108,89.047119140625,84.15375518798828,6.887265682220459,1.7386865615844727,249,89.047119140625
1.0676828622817993,0.0,1.4235771894454956,0,0.010275518521666527,53.532875061035156,48.10943603515625,12.407556533813477,1.725329875946045,299,53.532875061035156
1.096893310546875,0.0,1.4625244140625,0,0.011837976053357124,65.93763732910156,60.38016891479492,13.176867485046387,1.4392669200897217,349,65.93763732910156
0.687796413898468,0.0,0.9170619249343872,0,0.01945984922349453,64.6536636352539,57.692352294921875,13.905329704284668,2.0519940853118896,399,64.6536636352539
0.6072877645492554,0.0,0.809717059135437,0,0.02974400483071804,49.604713439941406,41.94561767578125,13.510363578796387,1.7428048849105835,449,49.604713439941406
1.2626307010650635,0.0,1.6835076808929443,0,0.015095127746462822,58.08164978027344,52.67521667480469,10.213743209838867,1.7913148403167725,499,58.08164978027344
1.3374103307724,0.0,1.7832138538360596,0,0.0130987036973238,51.67106628417969,45.86335372924805,12.670226097106934,1.7737131118774414,549,51.67106628417969
1.1417020559310913,0.0,1.5222694873809814,0,0.013574942015111446,53.22172546386719,47.297637939453125,13.909521102905273,1.4522866010665894,599,53.22172546386719
0.6891502737998962,0.0,0.9188670516014099,0,0.01908482238650322,49.21561813354492,42.648223876953125,13.383794784545898,1.750616431236267,649,49.21561813354492
1.025521159172058,0.0,1.3673615455627441,0,0.01671435683965683,52.22966003417969,46.14585494995117,12.6243896484375,1.6750316619873047,699,52.22966003417969
1.0768489837646484,0.0,1.4357986450195312,0,0.01498015969991684,60.50058364868164,54.349952697753906,13.357240676879883,1.7510719299316406,749,60.50058364868164
0.7255190014839172,0.0,0.9673587083816528,0,0.020693238824605942,42.774810791015625,36.54104232788086,11.141172409057617,1.8388665914535522,799,42.774810791015625
1.1756420135498047,0.0,1.5675227642059326,0,0.014453127048909664,45.66368103027344,39.89143371582031,10.797628402709961,2.1700360774993896,849,45.66368103027344
0.9125452041625977,0.0,1.2167270183563232,0,0.021045375615358353,41.82696533203125,35.77740478515625,11.07404613494873,1.5686836242675781,899,41.82696533203125
0.84458327293396,0.0,1.1261110305786133,0,0.019395360723137856,43.61552047729492,37.78999328613281,10.393996238708496,1.7166545391082764,949,43.61552047729492
0.8112064003944397,0.0,1.081608533859253,0,0.024172049015760422,47.7725830078125,41.4472770690918,10.876686096191406,1.5852407217025757,999,47.7725830078125
0.965551495552063,0.0,1.2874020338058472,0,0.013303890824317932,52.385643005371094,47.03114318847656,10.163755416870117,1.977564811706543,1049,52.385643005371094
0.6804189682006836,0.0,0.9072253108024597,0,0.022257499396800995,41.69288635253906,35.366798400878906,11.092828750610352,1.7695090770721436,1099,41.69288635253906
1.0463769435882568,0.006117216311395168,1.3931301832199097,0,0.017357176169753075,44.630104064941406,38.161888122558594,15.052340507507324,1.292549967765808,1149,44.630104064941406
1.2516670227050781,0.0,1.6688894033432007,0,0.013943448662757874,48.76327896118164,41.96383285522461,15.100076675415039,2.173444986343384,1199,48.76327896118164
0.5935185551643372,0.0,0.7913581132888794,0,0.026815567165613174,40.76500701904297,32.770118713378906,15.423377990722656,1.9433140754699707,1249,40.76500701904297
0.4826226234436035,0.0,0.6434968709945679,0,0.0297677144408226,45.957916259765625,37.896697998046875,14.69072151184082,1.8823585510253906,1299,45.957916259765625
1.516188621520996,0.0,2.021584987640381,0,0.01318429782986641,41.700111389160156,37.863372802734375,6.296660423278809,1.2588565349578857,1349,41.700111389160156
1.239981770515442,0.0,1.6533091068267822,0,0.016909582540392876,38.25336456298828,33.867149353027344,6.742938995361328,1.3460309505462646,1399,38.25336456298828
0.8826967477798462,0.0,1.176928997039795,0,0.0202261283993721,42.17308044433594,35.44062042236328,13.669466018676758,1.7233073711395264,1449,42.17308044433594
1.0856289863586426,0.0,1.4475053548812866,0,0.017892057076096535,44.159385681152344,38.54787826538086,10.959307670593262,1.4433019161224365,1499,44.159385681152344
1.1142125129699707,0.0,1.485616683959961,0,0.012782281264662743,43.12333679199219,38.31820297241211,8.86181640625,1.7485994100570679,1549,43.12333679199219
1.1020828485488892,0.0,1.4694437980651855,0,0.015648094937205315,37.82191467285156,33.331817626953125,5.9602155685424805,1.9136440753936768,1599,37.82191467285156
0.9060673713684082,0.0,1.208089828491211,0,0.016610948368906975,45.58086013793945,40.33860778808594,8.365840911865234,1.9862645864486694,1649,45.58086013793945
1.0236492156982422,0.0,1.3648656606674194,0,0.02049640566110611,41.261295318603516,36.18696594238281,5.611362457275391,2.162463665008545,1699,41.261295318603516
0.9312121272087097,0.0,1.2416162490844727,0,0.022423213347792625,43.97127151489258,38.02433776855469,10.116633415222168,1.5672730207443237,1749,43.97127151489258
0.8113386631011963,0.0,1.081784963607788,0,0.023881684988737106,34.09397506713867,28.741863250732422,6.492198944091797,1.7878568172454834,1799,34.09397506713867
0.8267442584037781,0.0,1.102325677871704,0,0.0199645534157753,39.975074768066406,35.42888641357422,5.833250999450684,1.4552282094955444,1849,39.975074768066406
0.8320019841194153,0.0,1.109336018562317,0,0.021540816873311996,38.404354095458984,33.4307975769043,5.734534740447998,1.8477883338928223,1899,38.404354095458984
1.1823564767837524,0.0,1.5764753818511963,0,0.01605854742228985,46.0533447265625,40.89815902709961,8.220813751220703,1.9921706914901733,1949,46.0533447265625
0.8977818489074707,0.0,1.197042465209961,0,0.020642336457967758,37.452911376953125,32.660064697265625,5.3689165115356445,1.8485090732574463,1999,37.452911376953125
0.8054454326629639,0.0,1.0739272832870483,0,0.02444636821746826,41.24212646484375,36.110755920410156,5.72981595993042,1.6723747253417969,2049,41.24212646484375
0.8932651281356812,0.0,1.1910202503204346,0,0.015501581132411957,40.7951545715332,36.26226043701172,5.984523296356201,1.9821395874023438,2099,40.7951545715332
